nmtkp,tgldtgsjp,tglsep,jumlahsep,harilibur,autoarima_jumlahsep,simplefeedforward_jumlahsep,deepar_jumlahsep,transformer_jumlahsep,mqcnn_jumlahsep,row_origin,training_session
RITL,2022-08-22,2022-08-22T00:00:00.000000Z,48859,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-23,2022-08-23T00:00:00.000000Z,45694,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-24,2022-08-24T00:00:00.000000Z,44399,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-25,2022-08-25T00:00:00.000000Z,42834,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-26,2022-08-26T00:00:00.000000Z,40314,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-27,2022-08-27T00:00:00.000000Z,32873,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-28,2022-08-28T00:00:00.000000Z,31852,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-29,2022-08-29T00:00:00.000000Z,47656,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-30,2022-08-30T00:00:00.000000Z,45063,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-08-31,2022-08-31T00:00:00.000000Z,44690,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-01,2022-09-01T00:00:00.000000Z,43905,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-02,2022-09-02T00:00:00.000000Z,41740,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-03,2022-09-03T00:00:00.000000Z,34343,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-04,2022-09-04T00:00:00.000000Z,32984,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-05,2022-09-05T00:00:00.000000Z,50583,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-06,2022-09-06T00:00:00.000000Z,47108,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-07,2022-09-07T00:00:00.000000Z,45998,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-08,2022-09-08T00:00:00.000000Z,44867,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-09,2022-09-09T00:00:00.000000Z,42421,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-10,2022-09-10T00:00:00.000000Z,34040,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-11,2022-09-11T00:00:00.000000Z,33177,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-12,2022-09-12T00:00:00.000000Z,50075,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-13,2022-09-13T00:00:00.000000Z,47404,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-14,2022-09-14T00:00:00.000000Z,46499,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-15,2022-09-15T00:00:00.000000Z,45692,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-16,2022-09-16T00:00:00.000000Z,42159,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-17,2022-09-17T00:00:00.000000Z,35843,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-18,2022-09-18T00:00:00.000000Z,34275,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-19,2022-09-19T00:00:00.000000Z,51658,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-20,2022-09-20T00:00:00.000000Z,48833,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-21,2022-09-21T00:00:00.000000Z,47558,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-22,2022-09-22T00:00:00.000000Z,46649,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-23,2022-09-23T00:00:00.000000Z,42632,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-24,2022-09-24T00:00:00.000000Z,36245,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-25,2022-09-25T00:00:00.000000Z,34940,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-26,2022-09-26T00:00:00.000000Z,51510,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-27,2022-09-27T00:00:00.000000Z,48567,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-28,2022-09-28T00:00:00.000000Z,47600,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-29,2022-09-29T00:00:00.000000Z,45370,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-09-30,2022-09-30T00:00:00.000000Z,42339,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-01,2022-10-01T00:00:00.000000Z,35994,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-02,2022-10-02T00:00:00.000000Z,33111,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-03,2022-10-03T00:00:00.000000Z,46329,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-04,2022-10-04T00:00:00.000000Z,47385,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-05,2022-10-05T00:00:00.000000Z,47912,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-06,2022-10-06T00:00:00.000000Z,45826,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-07,2022-10-07T00:00:00.000000Z,39959,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-08,2022-10-08T00:00:00.000000Z,30614,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-09,2022-10-09T00:00:00.000000Z,35212,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-10,2022-10-10T00:00:00.000000Z,52590,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-11,2022-10-11T00:00:00.000000Z,49486,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-12,2022-10-12T00:00:00.000000Z,48725,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-13,2022-10-13T00:00:00.000000Z,46479,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-14,2022-10-14T00:00:00.000000Z,42559,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-15,2022-10-15T00:00:00.000000Z,36539,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-16,2022-10-16T00:00:00.000000Z,35257,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-17,2022-10-17T00:00:00.000000Z,52161,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-18,2022-10-18T00:00:00.000000Z,49699,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-19,2022-10-19T00:00:00.000000Z,48702,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-20,2022-10-20T00:00:00.000000Z,47125,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-21,2022-10-21T00:00:00.000000Z,43836,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-22,2022-10-22T00:00:00.000000Z,37778,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-23,2022-10-23T00:00:00.000000Z,35895,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-24,2022-10-24T00:00:00.000000Z,51717,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-25,2022-10-25T00:00:00.000000Z,48337,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-26,2022-10-26T00:00:00.000000Z,47102,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-27,2022-10-27T00:00:00.000000Z,46214,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-28,2022-10-28T00:00:00.000000Z,43599,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-29,2022-10-29T00:00:00.000000Z,36590,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-30,2022-10-30T00:00:00.000000Z,34725,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-10-31,2022-10-31T00:00:00.000000Z,51105,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-01,2022-11-01T00:00:00.000000Z,49731,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-02,2022-11-02T00:00:00.000000Z,48322,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-03,2022-11-03T00:00:00.000000Z,47139,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-04,2022-11-04T00:00:00.000000Z,42290,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-05,2022-11-05T00:00:00.000000Z,35474,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-06,2022-11-06T00:00:00.000000Z,33962,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-07,2022-11-07T00:00:00.000000Z,49762,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-08,2022-11-08T00:00:00.000000Z,46742,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-09,2022-11-09T00:00:00.000000Z,46117,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-10,2022-11-10T00:00:00.000000Z,45123,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-11,2022-11-11T00:00:00.000000Z,42387,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-12,2022-11-12T00:00:00.000000Z,34367,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-13,2022-11-13T00:00:00.000000Z,32426,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-14,2022-11-14T00:00:00.000000Z,49583,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-15,2022-11-15T00:00:00.000000Z,46977,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-16,2022-11-16T00:00:00.000000Z,45851,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-17,2022-11-17T00:00:00.000000Z,43273,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-18,2022-11-18T00:00:00.000000Z,40654,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-19,2022-11-19T00:00:00.000000Z,33869,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-20,2022-11-20T00:00:00.000000Z,32913,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-21,2022-11-21T00:00:00.000000Z,50239,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-22,2022-11-22T00:00:00.000000Z,47523,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-23,2022-11-23T00:00:00.000000Z,44967,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-24,2022-11-24T00:00:00.000000Z,42943,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-25,2022-11-25T00:00:00.000000Z,40391,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-26,2022-11-26T00:00:00.000000Z,33287,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-27,2022-11-27T00:00:00.000000Z,32528,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-28,2022-11-28T00:00:00.000000Z,48864,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-29,2022-11-29T00:00:00.000000Z,45899,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-11-30,2022-11-30T00:00:00.000000Z,44980,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-01,2022-12-01T00:00:00.000000Z,44802,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-02,2022-12-02T00:00:00.000000Z,41866,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-03,2022-12-03T00:00:00.000000Z,33968,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-04,2022-12-04T00:00:00.000000Z,33181,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-05,2022-12-05T00:00:00.000000Z,48825,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-06,2022-12-06T00:00:00.000000Z,47091,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-07,2022-12-07T00:00:00.000000Z,46065,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-08,2022-12-08T00:00:00.000000Z,43497,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-09,2022-12-09T00:00:00.000000Z,40715,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-10,2022-12-10T00:00:00.000000Z,34224,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-11,2022-12-11T00:00:00.000000Z,33725,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-12,2022-12-12T00:00:00.000000Z,50495,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-13,2022-12-13T00:00:00.000000Z,46222,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-14,2022-12-14T00:00:00.000000Z,45488,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-15,2022-12-15T00:00:00.000000Z,43662,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-16,2022-12-16T00:00:00.000000Z,40466,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-17,2022-12-17T00:00:00.000000Z,33557,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-18,2022-12-18T00:00:00.000000Z,31885,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-19,2022-12-19T00:00:00.000000Z,48780,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-20,2022-12-20T00:00:00.000000Z,46855,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-21,2022-12-21T00:00:00.000000Z,46660,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-22,2022-12-22T00:00:00.000000Z,44293,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-23,2022-12-23T00:00:00.000000Z,38774,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-24,2022-12-24T00:00:00.000000Z,31680,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-25,2022-12-25T00:00:00.000000Z,30093,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-26,2022-12-26T00:00:00.000000Z,46148,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-27,2022-12-27T00:00:00.000000Z,45576,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-28,2022-12-28T00:00:00.000000Z,43597,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-29,2022-12-29T00:00:00.000000Z,39908,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-30,2022-12-30T00:00:00.000000Z,35853,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2022-12-31,2022-12-31T00:00:00.000000Z,26858,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-01,2023-01-01T00:00:00.000000Z,30677,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-02,2023-01-02T00:00:00.000000Z,47290,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-03,2023-01-03T00:00:00.000000Z,47478,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-04,2023-01-04T00:00:00.000000Z,46340,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-05,2023-01-05T00:00:00.000000Z,45599,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-06,2023-01-06T00:00:00.000000Z,42483,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-07,2023-01-07T00:00:00.000000Z,34753,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-08,2023-01-08T00:00:00.000000Z,33360,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-09,2023-01-09T00:00:00.000000Z,51133,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-10,2023-01-10T00:00:00.000000Z,50097,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-11,2023-01-11T00:00:00.000000Z,49040,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-12,2023-01-12T00:00:00.000000Z,46844,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-13,2023-01-13T00:00:00.000000Z,42870,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-14,2023-01-14T00:00:00.000000Z,35535,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-15,2023-01-15T00:00:00.000000Z,34147,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-16,2023-01-16T00:00:00.000000Z,52102,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-17,2023-01-17T00:00:00.000000Z,49024,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-18,2023-01-18T00:00:00.000000Z,48050,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-19,2023-01-19T00:00:00.000000Z,45894,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-20,2023-01-20T00:00:00.000000Z,41869,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-21,2023-01-21T00:00:00.000000Z,33991,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-22,2023-01-22T00:00:00.000000Z,30730,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-23,2023-01-23T00:00:00.000000Z,40892,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-24,2023-01-24T00:00:00.000000Z,50895,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-25,2023-01-25T00:00:00.000000Z,49051,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-26,2023-01-26T00:00:00.000000Z,46621,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-27,2023-01-27T00:00:00.000000Z,41857,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-28,2023-01-28T00:00:00.000000Z,33277,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-29,2023-01-29T00:00:00.000000Z,32902,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-30,2023-01-30T00:00:00.000000Z,50748,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-01-31,2023-01-31T00:00:00.000000Z,47668,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-01,2023-02-01T00:00:00.000000Z,47637,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-02,2023-02-02T00:00:00.000000Z,46058,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-03,2023-02-03T00:00:00.000000Z,42244,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-04,2023-02-04T00:00:00.000000Z,34644,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-05,2023-02-05T00:00:00.000000Z,33871,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-06,2023-02-06T00:00:00.000000Z,51827,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-07,2023-02-07T00:00:00.000000Z,49073,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-08,2023-02-08T00:00:00.000000Z,48189,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-09,2023-02-09T00:00:00.000000Z,46156,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-10,2023-02-10T00:00:00.000000Z,42434,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-11,2023-02-11T00:00:00.000000Z,34851,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-12,2023-02-12T00:00:00.000000Z,32920,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-13,2023-02-13T00:00:00.000000Z,51083,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-14,2023-02-14T00:00:00.000000Z,48906,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-15,2023-02-15T00:00:00.000000Z,47654,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-16,2023-02-16T00:00:00.000000Z,45161,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-17,2023-02-17T00:00:00.000000Z,40366,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-18,2023-02-18T00:00:00.000000Z,30115,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-19,2023-02-19T00:00:00.000000Z,34052,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-20,2023-02-20T00:00:00.000000Z,52538,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-21,2023-02-21T00:00:00.000000Z,49378,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-22,2023-02-22T00:00:00.000000Z,48309,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-23,2023-02-23T00:00:00.000000Z,45612,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-24,2023-02-24T00:00:00.000000Z,40951,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-25,2023-02-25T00:00:00.000000Z,34797,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-26,2023-02-26T00:00:00.000000Z,33368,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-27,2023-02-27T00:00:00.000000Z,49933,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-02-28,2023-02-28T00:00:00.000000Z,47495,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-01,2023-03-01T00:00:00.000000Z,47289,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-02,2023-03-02T00:00:00.000000Z,46613,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-03,2023-03-03T00:00:00.000000Z,43731,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-04,2023-03-04T00:00:00.000000Z,34435,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-05,2023-03-05T00:00:00.000000Z,34897,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-06,2023-03-06T00:00:00.000000Z,52851,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-07,2023-03-07T00:00:00.000000Z,50666,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-08,2023-03-08T00:00:00.000000Z,49996,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-09,2023-03-09T00:00:00.000000Z,47519,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-10,2023-03-10T00:00:00.000000Z,44075,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-11,2023-03-11T00:00:00.000000Z,36438,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-12,2023-03-12T00:00:00.000000Z,36134,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-13,2023-03-13T00:00:00.000000Z,54107,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-14,2023-03-14T00:00:00.000000Z,50598,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-15,2023-03-15T00:00:00.000000Z,50690,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-16,2023-03-16T00:00:00.000000Z,48057,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-17,2023-03-17T00:00:00.000000Z,44057,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-18,2023-03-18T00:00:00.000000Z,36901,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-19,2023-03-19T00:00:00.000000Z,36511,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-20,2023-03-20T00:00:00.000000Z,52793,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-21,2023-03-21T00:00:00.000000Z,44251,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-22,2023-03-22T00:00:00.000000Z,33687,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-23,2023-03-23T00:00:00.000000Z,41355,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-24,2023-03-24T00:00:00.000000Z,45148,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-25,2023-03-25T00:00:00.000000Z,37872,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-26,2023-03-26T00:00:00.000000Z,35461,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-27,2023-03-27T00:00:00.000000Z,52295,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-28,2023-03-28T00:00:00.000000Z,49261,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-29,2023-03-29T00:00:00.000000Z,47768,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-30,2023-03-30T00:00:00.000000Z,45679,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-03-31,2023-03-31T00:00:00.000000Z,41884,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-01,2023-04-01T00:00:00.000000Z,35860,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-02,2023-04-02T00:00:00.000000Z,33900,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-03,2023-04-03T00:00:00.000000Z,50396,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-04,2023-04-04T00:00:00.000000Z,49008,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-05,2023-04-05T00:00:00.000000Z,46844,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-06,2023-04-06T00:00:00.000000Z,42230,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-07,2023-04-07T00:00:00.000000Z,32896,1,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-08,2023-04-08T00:00:00.000000Z,35538,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-09,2023-04-09T00:00:00.000000Z,34169,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-10,2023-04-10T00:00:00.000000Z,50318,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-11,2023-04-11T00:00:00.000000Z,48192,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-12,2023-04-12T00:00:00.000000Z,46432,0,,,,,,train,2024-10-24T04:14:51.465237Z
RITL,2023-04-13,2023-04-13T00:00:00.000000Z,45428,0,,,,,,train,2024-10-24T04:14:51.465237Z
